Star Rating,Rating Text
5.0 out of 5 stars,"
  GREAT PHONE!!! Seeing the few negative reviews, I was a little worried about getting this phone but so far It’s working amazingly! I will say that it had a few scratches on the sides but not noticeable. The screen works perfectly fine, the battery life is a little eh but it’s to be expected from a refurbished phone. Other than that its perfect and I highly recommend it👍🏼👏🏼 The delivery was fast and came sooner than the expected time.
"
1.0 out of 5 stars,"
  Had to order a replacement because battery life was at 80%.  That’s a used not a refurbished phone and definitely not worth what I paid.
"
2.0 out of 5 stars,"
  Battery life came at 87 but I assumed that with it being an older phone, touch screen perfect, screen quality perfect! Zero scratches.  Also zero scratches all around the phone the back the sides every where, looked like a brand new phone, and is fully unlocked.  I have metro PCs had to pay 20 bucks to activate the phone on my network and everything was good. Ordered the phone on Friday and was delivered on Sunday, super fast shipping!
"
5.0 out of 5 stars,"
  The only problem I have with this is that it gets so hot, it literally hurts!!! It is a refurbished phone but still.... was expecting to be able to hold it! Too late to return it so I'm taking to an Apple store with hopes of being able to fix it. So disappointed.
"
1.0 out of 5 stars,"
  It seems to be a replaced screen iPhone X the top wasn’t completely perfect fitted but pressing it got it solved"
5.0 out of 5 stars,"Otherwise it looked like a brand new phone, in great shape. Too bad the cable and charger are not original
"
2.0 out of 5 stars,"
  There’s no doubt I would purchase this product if I had the chance to do so. I was first hesitant but this iPhone met all my expectations and I’m pretty sure it will meet yours if you end up burying one of these mobiles. This is my humble opinion from Guatemala.
"
5.0 out of 5 stars,"
  Replaced a higher priced iPhone after screen break.  I actually like this model better.  very happy with quality and price.
"
5.0 out of 5 stars,"
  When I first go the phone it had a tiny crack across the screen but I was so excited to have a new phone it didn’t bother me. The phone had screen issues that got worse and worse over time it started off with small glitches but now it has lines and black dots. Now I have no phone
"
5.0 out of 5 stars,"
  Looks brand new and works like a perfectly new phone.  My kid teared up she was so happy to get it as a Christmas present.  Does not come w an Apple box but did have a new charger and cable.
"
4.3 out of 5 stars,"
  Ordered- several problems reported to seller and no reply- would not recommend
"
5.0 out of 5 stars,"
  I bought this phone because I was reading all the reviews about it and they were good but I fully thought that I was gonna end up returning it because i thought it was gonna be scratched up and cracked and glitchy. Little did I know that this phone would be so good there are no cracks and there are really no scratches except for one tiny little one but with a case you can’t see it. It feels like a brand new phone and I’m glad that I got this $450 phone vs a $850 brand new phone if ur thinking about getting this phone honestly get it cause you won’t regret it
"
1.0 out of 5 stars,"
  came basically brand new in a generic box with a generic apple charger. no visible external damage and operates well. ive had it for about a month now. battery health was at 87%. speakers work fine. back is glass so i definitely suggest using a protective phone case and also a glass screen protector. compatible with google fi. like i said, basically brand new condition.
"
1.0 out of 5 stars,"
  It rarely recognizes my face and constantly asks for my passcode. It won’t stay connected to my Bluetooth devices if they connect at all and my maps stops working while navigating.
"
5.0 out of 5 stars,"
  Great
"
4.0 out of 5 stars,"
  iPhone X 64 gb Space gray"
3.0 out of 5 stars,Desbloqueado Y funcionando perfectamente
5.0 out of 5 stars,La batería tiene 87% de vida
5.0 out of 5 stars,Vino con cargador genérico pero de carga rápida!
5.0 out of 5 stars,"0 rayones en la pantalla , tiene unos en los lados"
1.0 out of 5 stars,"En general por 450$ un excelente teléfono.
"
5.0 out of 5 stars,"
  Didn't work at all. I barely could configure it. It kept blocking itself couldn't even enter the password to use it.
"
5.0 out of 5 stars,"
  Good phone
"
5.0 out of 5 stars,"
  I was skeptical about this order initially, given the varying reviews. However once the phone arrived, I was quite frankly surprised. The phone was in pristine condition, no scratches or dents of any kind. The phone booted up normally and to my extreme pleasure, the battery health was at 100%. I searched up the serial number and confirmed that it was 100% authentic. Touch screen is fast and responsive as well as the face unlock. All in all I could not be happier with my purchase.
"
4.3 out of 5 stars,"
  Everything else worked day 1 except for the bottom speaker. The top speaker worked at first, but went out after a week. I have not dropped the phone even once. I can only talk on the phone and hear audio if I have headphones or a Bluetooth device connected. If these are guaranteed like-new, then how does a problem like this get past inspection? Do they just look at the battery health and see if it's more than 80%, nothing more?
"
5.0 out of 5 stars,"
  So glad I went with this phone! I was nervous about it being refurbished but it came looking new. Battery health is 89% and the phone is free of any physical defects.  It’s fast and beautiful. This is a huge update from my 6s!  Also shipping was super quick.  Very happy.
"
